坦 然 面 对 质 疑 ， 尊 重 客 观 规 律
计 算 机 能 成 为 “ 作 曲 家 ” 吗 ？
计 算 机 领 域 科 技 成 果 评 价 体 系
国 际 认 可 度 高 、 学 术 排 名 领 先
更 权 威 的 经 典 论 文 奖 评 审 指 标
更 全 面 的 评 审 人 自 动 分 派 系 统
2 0 世 纪 早 期 的 神 经 网 络 模 型
数 字 信 号 型 神 经 形 态 计 算 系 统
类 脑 计 算 单 元 的 具 体 电 路 实 现
全 面 发 展 信 息 经 济 的 战 略 报 告
D a t a S e c O p s 的 研 究
在 与 L i n u x 的 竞 争 中 前 行
w h a t - w h e r e 通 路
2 0 1 3 年 度 大 数 据 发 展 趋 势
数 据 科 学 与 大 数 据 的 学 科 边 界
大 数 据 的 数 据 变 换 与 价 值 提 炼
大 数 据 对 I T 技 术 架 构 的 挑 战
基 于 海 量 数 据 （ 知 识 ） 的 智 能
“ 给 学 生 更 多 的 自 由 和 平 等 ”
X P 停 服 带 来 的 现 实 安 全 困 境
8 0 & 年 代 — 9 0 & 年 代 中 期
下 一 代 计 算 系 统 将 在 物 端 爆 发
时 不 再 来 ， 听 从 自 己 的 好 奇 心
快 速 行 动 的 同 时 避 免 二 次 破 坏
标 冯 结 构 初 步 实 践 ： P A R D
以 前 的 热 点 是 不 是 又 不 热 了 ？
为 什 么 数 据 必 须 是 可 信 赖 的 ？
可 信 数 据 发 布 ： 数 据 隐 私 保 护
严 把 论 文 评 审 ， 端 正 学 术 风 气
精 心 筹 划 程 序 ， 丰 富 会 议 内 容
设 立 奖 励 环 节 ， 提 升 品 牌 意 识
大 数 据 分 析 与 可 视 化 成 为 热 点
基 于 特 征 提 取 的 信 息 传 播 预 测
计 算 机 专 业 的 招 生 与 就 业 现 状
重 建 课 程 体 系 ， 调 整 课 程 设 置
重 建 实 践 体 系 ， 创 新 实 验 装 置
对 计 算 机 专 业 教 育 形 成 的 挑 战
智 能 系 统 的 脆 弱 性 发 展 新 趋 势
服 务 工 程 及 服 务 价 值 观 的 影 响
期 限 ( D e a d l i n e )
会 费 标 准 及 会 费 的 管 理 和 使 用
基 于 H C P S 的 智 能 制 造 体 系
从 群 体 动 力 学 到 设 备 协 同 控 制
1 0 月 ： W e b 服 务 “ 群 舞 ”
2 月 ： 新 型 体 系 结 构 和 加 速 器
全 球 I P v 6 互 联 网 发 展 情 况
A C M 的 出 版 物 与 数 字 图 书 馆
关 于 当 前 的 人 工 智 能 研 究 进 展
协 力 开 启 人 工 智 能 的 未 来 之 门
量 子 逻 辑 门 的 普 适 性 与 可 控 性
处 理 原 始 根 拒 绝 域 名 解 析 情 况
处 理 网 络 通 道 完 全 被 切 断 情 况
大 尺 度 活 动 的 位 置 依 赖 性 问 题
小 尺 度 活 动 的 位 置 依 赖 性 问 题
小 尺 度 呼 吸 检 测 中 的 盲 区 消 除
《 通 用 数 据 保 护 条 例 》 的 内 涵
基 于 图 神 经 网 络 的 多 行 为 推 荐
基 于 图 神 经 网 络 的 多 样 性 推 荐
企 业 安 全 应 急 响 应 体 系 的 反 思
基 于 计 算 机 的 音 乐 合 成 与 分 析
数 字 音 乐 资 源 的 知 识 产 权 保 护
云 端 和 终 端 的 环 境 异 构 性 屏 蔽
普 适 计 算 未 来 研 究 内 容 的 探 讨
中 文 编 码 的 汉 字 统 一 传 输 标 准
组 建 中 国 教 育 和 科 研 计 算 机 网
基 于 人 工 智 能 的 旁 路 分 析 技 术
人 工 智 能 硬 件 的 物 理 实 现 安 全
N M A C 管 理 控 制 协 议 及 接 口
促 进 网 络 科 学 与 数 据 科 学 的 联 姻
网 络 化 社 交 媒 体 的 复 杂 网 络 特 性
反 病 毒 基 本 模 型 在 主 机 端 的 鏖 战
应 急 救 援 事 件 的 大 数 据 应 用 实 践
算 法 ： 深 度 学 习 的 有 效 训 练 算 法
面 向 高 效 能 计 算 的 虚 拟 机 管 理 器
大 规 模 异 构 虚 拟 化 资 源 管 理 模 型
大 规 模 异 构 虚 拟 化 系 统 测 评 框 架
以 2 0 0 6 年 为 标 志 点 分 段 比 较
中 国 在 计 算 机 核 心 领 域 中 的 进 步
软 件 定 义 网 络 思 想 的 根 源 在 哪 里
基 于 计 算 机 视 觉 的 文 物 本 体 监 测
应 对 物 联 网 挑 战 的 关 键 软 件 技 术
传 感 器 节 点 及 采 样 数 据 的 异 构 性
情 感 表 达 的 时 序 性 和 个 性 化 模 型
微 博 博 主 的 价 值 观 自 动 评 估 方 法
新 兴 应 用 可 能 造 就 的 新 核 心 名 词
三 角 形 闭 合 网 络 形 成 的 动 态 规 律
三 角 形 闭 合 的 独 立 级 联 传 播 模 型
限 售 会 影 响 中 国 超 算 的 发 展 吗 ？
基 于 历 史 轨 迹 的 人 的 相 似 度 计 算
压 缩 自 动 化 待 解 决 的 问 题 和 机 遇
深 度 神 经 网 络 压 缩 自 动 化 的 前 景
图 灵 奖 得 主 C C F 论 文 发 表 情 况
树 立 良 好 的 服 务 精 神 与 职 业 道 德
两 难 困 境 — — 谁 是 事 故 的 责 任 人
博 物 馆 文 化 遗 产 数 据 建 设 的 现 状
博 物 馆 文 化 遗 产 数 据 应 用 的 思 考
少 就 是 多 ： 数 据 采 集 与 隐 私 保 护
秒 级 响 应 ： 计 算 效 率 与 后 台 设 计
S M A C S / E A R [ 1 2 ]
两 件 商 品 ， 单 个 买 家 ： 问 题 模 型
带 有 限 制 条 件 的 概 率 X M L 模 型
对 P r o T D B 模 型 的 查 询 处 理
使 用 “ 可 能 世 界 ” 进 行 查 询 处 理
超 视 距 心 灵 能 够 得 到 更 好 的 能 力
超 视 距 心 灵 可 以 获 得 更 好 的 心 态
结 构 熵 度 量 一 个 图 的 动 态 信 息 量
D J S 1 3 0 与 苏 州 计 算 机 产 业
面 向 边 缘 A I 的 软 硬 件 协 同 设 计
面 向 不 同 设 备 的 模 型 压 缩 和 优 化
充 分 认 识 重 大 战 略 机 遇 期 的 意 义
支 持 模 型 并 行 的 自 动 分 布 式 框 架
3 2 0 计 算 机 和 科 大 的 教 学 科 研
文 化 遗 产 数 字 化 数 据 感 知 与 监 测
多 源 数 据 配 准 融 合 建 筑 三 维 建 模
应 用 A S F 评 测 A I 车 道 线 检 测
车 道 线 检 测 A I 模 型 功 能 简 介
D e e p I D 2 : 联 合 深 度 学 习
对 人 脸 身 份 和 人 脸 属 性 的 选 择 性
虚 拟 化 系 统 性 能 评 测 方 法 与 工 具
李 建 中 、 刘 迎 建 获 C C F 王 选 奖
刘 炯 朗 获 C C F 海 外 杰 出 贡 献 奖
人 工 智 能 的 本 质 是 软 件 产 业 革 命
激 光 扫 描 的 强 度 反 常 效 应 与 处 理
大 遗 址 数 字 化 整 体 坐 标 控 制 问 题
以 “ 真 论 ” 的 态 度 做 好 观 点 论 坛
以 “ 真 懂 ” 的 原 则 做 好 技 术 论 坛
基 于 深 度 学 习 框 架 的 高 阶 A P I
常 见 社 会 网 络 中 的 多 智 能 体 模 型
言 语 交 互 的 发 展 方 向 和 应 用 前 景
服 务 需 求 的 R G P S 元 模 型 框 架
M F I 互 操 作 性 管 理 的 基 本 框 架
攻 击 者 绕 开 检 测 特 征 ， 产 生 漏 报
人 工 智 能 ： 能 否 超 越 人 工 的 智 能
I E E E 8 0 2 . 1 6 结 构
授 权 密 钥 和 传 输 加 密 密 钥 的 管 理
D J S 1 0 0 系 列 其 他 机 型 简 介
我 国 公 民 基 因 数 据 安 全 风 险 现 状
公 民 基 因 数 据 安 全 保 护 意 识 薄 弱
我 国 计 算 机 学 科 研 究 的 总 体 态 势
致 S I G K D D 2 0 周 年 纪 念
第 一 ， 如 何 解 决 远 场 识 别 问 题 ？
第 二 ， 如 何 判 别 说 话 人 的 情 绪 ？
安 全 多 方 计 算 的 发 展 及 常 用 技 术
利 用 分 组 密 码 部 件 构 造 序 列 密 码
传 统 中 间 件 “ 黑 箱 ” 结 构 的 缺 陷
O p e n C O M & v 2 [ 2 8 ]
深 度 学 习 ： 一 统 天 下 与 百 花 齐 放
知 识 产 权 是 市 场 竞 争 的 有 利 武 器
室 内 外 无 缝 高 精 度 三 维 定 位 挑 战
精 准 定 位 是 国 际 科 技 竞 争 制 高 点
室 内 导 航 与 位 置 服 务 架 构 与 系 统
“ 青 椒 ” 和 制 度 之 间 供 需 不 平 衡
面 向 非 计 算 机 专 业 的 计 算 机 教 育
将 自 适 应 学 习 用 于 提 升 学 习 效 果
万 维 网 数 据 提 取 与 集 成 系 统 简 介
高 光 谱 图 像 的 多 样 化 应 用 及 推 广
中 国 算 盘 为 什 么 没 能 进 化 到 电 脑
“ 横 空 出 世 ” 的 D P U 孕 育 已 久
更 多 的 数 据 类 型 与 更 强 大 的 算 法
H T A P 的 起 源 与 现 有 系 统 架 构
意 图 识 别 - 语 义 槽 填 充 联 合 模 型
从 “ 数 据 叠 加 ” 到 “ 程 序 叠 加 ”
上 帝 是 伟 大 的 量 子 程 序 设 计 员 ？
挑 战 四 ： 类 脑 的 学 习 机 制 与 算 法
挑 战 五 ： 感 认 知 增 强 的 脑 机 融 合
加 强 团 队 的 建 设 、 注 重 知 识 管 理
数 据 管 理 与 系 统 体 系 结 构 的 关 系
场 景 实 时 绘 制 数 据 的 管 理 和 调 度
基 于 学 习 的 在 线 自 适 应 决 策 技 术
多 目 标 的 自 适 应 冲 突 分 析 和 消 解
S D N + S R 在 数 据 中 心 的 应 用
“ 无 线 网 络 技 术 ” 课 程 水 到 渠 成
网 格 计 算 仍 是 具 有 多 样 性 的 领 域
从 平 板 扫 描 仪 到 前 端 手 机 后 端 云
演 化 的 E - S C I E N C E 环 境
为 什 么 是 基 于 物 理 的 人 工 智 能 ？
大 文 科 计 算 机 的 分 类 分 层 次 教 学
为 创 新 创 业 人 才 培 养 的 需 要 服 务
用 以 支 持 虚 拟 执 行 的 运 行 时 模 块
密 码 技 术 流 落 民 间 绽 放 罪 恶 之 花
三 种 不 同 信 息 源 数 据 融 合 的 作 用
国 外 高 性 能 计 算 软 件 的 发 展 动 向
离 散 模 型 的 算 法 设 计 与 程 序 设 计
数 据 驱 动 三 维 建 模 的 概 念 与 内 涵
不 确 定 世 系 分 析 和 管 理 中 的 问 题
开 源 精 神 是 一 种 超 越 国 界 的 契 约
信 息 安 全 学 科 的 “ 解 剖 学 课 程 ”
信 息 安 全 教 育 须 要 产 学 紧 密 协 同
海 量 万 维 网 数 据 建 模 和 查 询 处 理
传 统 高 性 能 计 算 模 式 面 临 的 问 题
H P C C l o u d 的 资 源 管 理
安 全 性 检 查 框 架 与 实 验 结 果 分 析
大 学 计 算 机 基 础 教 学 改 革 的 困 惑
大 学 计 算 机 基 础 教 学 改 革 的 跃 升
第 一 层 系 统 基 础 课 程 的 教 学 实 施
第 二 层 系 统 核 心 课 程 的 教 学 实 施
第 三 层 系 统 综 合 课 程 的 教 学 实 施
内 容 、 网 络 和 上 下 文 的 融 合 分 析
G A N 在 自 然 语 言 处 理 上 的 应 用
生 物 多 样 性 研 究 中 的 大 数 据 现 象
信 息 物 理 系 统 所 面 临 的 网 络 挑 战
通 用 量 子 计 算 和 量 子 优 越 性 理 论
5 0 % 会 员 来 自 教 育 和 科 研 机 构
“ 老 ” 会 员 牵 手 三 千 多 位 新 会 员
学 会 理 事 积 极 发 展 单 位 员 工 入 会
学 生 分 会 带 动 8 0 0 名 学 生 入 会
社 会 感 知 计 算 软 件 框 架 和 方 法 学
R S A 公 钥 密 码 体 制 存 在 的 问 题
清 醒 认 识 我 国 微 处 理 器 技 术 水 平
构 建 A I S e c O p s 技 术 生 态
自 然 界 中 的 “ 云 ” 是 什 么 样 的 ？
P e t r i 网 的 活 性 分 析 与 应 用
P e t r i 网 活 性 的 进 一 步 研 究
数 据 中 心 大 二 层 和 软 件 定 义 网 络
O p e n S t a c k 的 生 态 环 境
C N G r i d 的 创 新 概 念 与 技 术
C N G r i d & G O S 系 统 功 能
网 格 资 源 地 址 空 间 和 服 务 虚 拟 化
系 统 核 心 内 容 教 学 中 存 在 的 问 题
与 “ 高 级 语 言 程 序 设 计 ” 的 关 联
结 构 与 性 质 保 持 的 网 络 表 征 学 习
难 以 想 象 的 微 纳 晶 体 管 制 造 技 术
矛 与 盾 ： 隐 私 攻 击 与 保 护 的 研 究
智 能 网 卡 的 应 用 场 景 与 研 究 热 点
不 确 定 W S N 感 知 数 据 查 询 处 理
不 确 定 W S N 拓 扑 结 构 分 析 挖 掘
虚 拟 现 实 时 代 的 力 触 觉 人 机 交 互
图 神 经 网 络 加 速 芯 片 H y G C N
图 神 经 网 络 加 速 芯 片 的 相 关 工 作
眼 动 大 数 据 中 青 光 眼 的 早 期 诊 断
数 字 笔 的 科 学 跳 水 训 练 管 理 系 统
参 与 C C 2 0 2 0 项 目 组 的 体 会
面 向 金 融 应 用 的 图 学 习 解 决 方 案
基 于 图 机 器 学 习 的 金 融 增 长 实 践
E n i g m a 密 码 机 的 工 作 原 理
E n i g m a 机 是 如 何 被 破 解 的
E n i g m a 密 码 机 的 使 用 方 法
合 同 、 章 程 等 自 治 规 则 的 代 码 化
基 于 节 点 属 性 相 似 性 的 链 路 预 测
基 于 网 络 结 构 相 似 性 的 链 路 预 测
基 于 智 能 体 的 在 线 演 化 支 撑 环 境
网 络 规 模 ： 如 何 解 开 数 据 线 团 ?
高 维 属 性 ： 如 何 展 示 附 加 数 据 ?
动 态 特 征 ： 如 何 刻 画 网 络 变 化 ?
真 实 展 示 ： 如 何 避 免 视 觉 骗 局 ?
数 据 价 值 ： 如 何 深 度 服 务 用 户 ?
谈 话 时 延 和 影 音 质 量 之 间 的 平 衡
后 量 子 密 码 算 法 设 计 与 分 析 理 论
C O R B A 中 间 件 过 于 复 杂 么 ？
W o r d 2 v e c 的 大 规 模 实 现
高 效 能 计 算 机 研 制 取 得 重 要 进 展
社 会 标 注 对 其 他 研 究 工 作 的 帮 助
专 家 分 类 、 大 众 分 类 与 机 器 分 类
三 维 检 索 中 的 网 格 模 型 分 割 算 法
几 何 压 缩 传 输 中 的 网 格 模 型 分 割
真 实 网 络 世 界 与 随 机 图 理 论 应 用
以 C S P 为 抓 手 ， 做 好 顶 层 设 计
以 C S P 为 抓 手 ， 促 进 教 学 改 革
空 间 信 息 网 络 与 地 面 网 络 的 区 别
节 能 的 数 据 汇 聚 路 由 问 题 的 研 究
万 物 互 联 、 智 能 网 络 与 超 生 命 体
C C F 举 办 N O I 的 合 法 性
用 于 人 脸 和 表 情 识 别 的 特 征 学 习
多 阶 段 深 度 非 线 性 人 脸 形 状 提 取
免 费 模 式 与 传 统 安 全 价 值 的 冲 突
W W W 2 0 1 7 以 及 未 来 展 望
泛 在 学 习 系 统 软 件 关 键 研 究 问 题
弹 性 ： 支 持 从 零 到 无 限 大 的 扩 容
传 感 器 网 络 与 射 频 识 别 电 子 标 签
第 五 次 高 潮 （ 2 0 1 7 年 至 今 ）
相 变 存 储 器 主 存 安 全 性 优 化 技 术
从 同 质 层 到 代 表 实 体 的 神 经 元 组
融 合 资 源 打 造 新 生 态 引 领 新 发 展
场 景 计 算 机 技 术 框 架 与 研 究 进 展
面 向 业 务 场 景 的 使 能 技 术 服 务 化
可 搜 索 加 密 的 安 全 性 强 化 与 挑 战
基 于 可 信 硬 件 的 加 密 数 据 库 系 统
基 于 安 全 数 据 库 管 理 系 统 的 设 计
互 联 网 服 务 创 新 的 基 础 设 施 平 台
新 形 势 下 Y O C S E F 如 何 突 破
分 论 坛 建 立 评 估 和 动 态 调 整 体 系
超 链 分 析 技 术 已 成 “ 明 日 黄 花 ”
基 于 多 A g e n t 1 的 模 拟 技 术
汽 车 碰 撞 安 全 性 数 值 仿 真 技 现 状
虚 拟 环 境 中 多 核 服 务 器 节 能 机 制
优 化 I T R 的 动 态 分 组 键 盘 设 计
绿 色 节 能 的 可 重 构 网 络 体 系 架 构
无 源 系 统 的 能 量 问 题 和 解 决 之 道
小 语 种 网 络 不 良 信 息 识 别 与 过 滤
人 工 智 能 系 统 智 能 等 级 分 级 标 准
过 程 服 务 引 导 下 的 资 源 自 主 协 同
提 高 排 名 算 法 复 杂 度 和 技 术 保 密
在 任 意 设 备 、 任 意 浏 览 器 中 定 位
C P S 建 模 与 仿 真 验 证 集 成 平 台
基 于 忆 阻 器 交 叉 阵 列 的 突 触 设 计
类 脑 计 算 机 体 系 结 构 的 一 些 争 议
安 全 海 量 数 据 挖 掘 显 示 巨 大 潜 力
深 入 了 解 机 器 学 习 的 原 理 和 组 件
深 度 学 习 能 让 机 器 获 得 常 识 吗 ？
C O S I M 系 统 的 主 要 技 术 特 点
用 于 无 线 传 感 器 网 络 的 微 处 理 器
国 内 外 超 算 中 心 的 现 状 分 析 比 较
基 于 代 表 性 负 载 的 精 确 容 量 规 划
“ 主 动 式 ” 的 特 点 、 优 势 与 挑 战
“ 主 动 ” 在 感 知 与 交 互 中 的 体 现
面 向 自 主 三 维 重 建 的 探 索 式 导 航
主 动 式 三 维 场 景 分 割 和 对 象 抓 取
系 统 调 用 的 获 取 与 入 侵 响 应 方 法
我 们 关 于 数 字 博 物 馆 的 相 关 工 作
M P E G - 7 多 媒 体 内 容 述 框 架
多 模 态 、 可 视 化 的 用 户 界 面 设 计
惠 普 的 S p e e c h B o t 项 目
计 算 系 统 虚 拟 化 的 安 全 发 展 趋 势
加 密 数 字 货 币 支 付 ： 适 用 性 不 强
虚 拟 环 境 与 分 布 式 虚 拟 现 实 系 统
W F - n e t 究 竟 要 描 述 什 么 ？
探 索 中 小 学 计 算 机 基 础 教 新 格 局
M o b i l e y e 的 主 要 挑 战 者
S a l t o n 奖 与 大 会 主 题 报 告
信 创 政 策 促 进 自 主 可 控 产 业 发 展
位 置 共 现 查 询 词 模 式 挖 掘 的 应 用
为 什 么 计 算 语 言 学 家 不 需 要 担 心
面 向 新 兴 应 用 发 展 高 通 量 计 算 机
数 据 驱 动 的 角 色 运 动 建 模 与 生 成
基 于 时 序 卷 积 的 运 动 编 辑 与 生 成
我 从 没 想 到 有 人 能 记 住 它 这 么 久
好 做 的 生 意 不 多 ， 这 桩 肯 定 不 是
高 可 靠 的 虚 拟 机 磁 盘 I / O 模 型
虚 拟 用 户 环 境 的 协 同 保 存 和 恢 复
面 向 F P G A 的 异 构 硬 件 虚 拟 化
面 向 A S I C 的 异 构 硬 件 虚 拟 化
体 系 仿 真 中 值 得 关 注 的 几 种 趋 势
应 用 探 索 性 分 析 的 体 系 仿 真 实 验
传 感 器 网 络 数 据 管 理 的 研 究 问 题
传 感 器 网 络 数 据 管 理 的 研 究 进 展
直 方 图 （ h i s t o g r a m ）
聚 类 （ c l u s t e r i n g ）
异 常 模 式 检 测 （ a n o m a l y
新 型 思 路 ： 强 化 学 习 + 组 合 优 化
安 全 平 行 切 面 ： 我 们 要 改 变 什 么
安 全 平 行 切 面 ： 我 们 要 建 设 什 么
低 层 视 觉 和 高 层 视 觉 的 广 泛 结 合
其 它 （ K a s u m i 和 F O X ）
W o r d 中 的 语 义 注 解 及 元 信 息
多 源 空 谱 遥 感 图 像 质 量 改 善 问 题
人 脸 识 别 的 核 心 — — 表 示 与 分 类
关 于 处 理 器 的 片 上 存 储 体 系 结 构
海 量 感 知 数 据 管 理 所 面 临 的 挑 战
专 委 经 营 和 对 总 部 财 政 贡 献 情 况
以 搜 索 引 擎 为 核 心 整 互 联 网 服 务
可 视 的 角 色 主 体 （ A g e n t ）
回 归 传 统 的 以 期 刊 为 重 心 的 科 学
会 议 论 文 经 过 指 导 发 表 在 期 刊 上
网 络 空 间 安 全 领 域 技 能 竞 赛 形 式
代 数 和 数 论 相 关 的 通 用 量 子 算 法
我 们 国 家 大 型 数 据 中 心 数 量 偏 少
计 算 机 科 学 和 电 子 工 程 课 程 共 享
群 体 行 为 建 模 技 术 的 现 状 与 未 来
人 工 神 经 网 络 的 动 力 学 行 为 研 究
W a n n a C r y 整 体 攻 击 流 程
保 持 兼 容 性 、 跨 平 台 性 、 开 放 性
融 合 预 训 练 模 型 的 神 经 机 器 翻 译
网 络 存 储 的 研 究 现 状 及 关 键 技 术
网 络 存 储 系 统 标 准 的 研 究 与 发 展
选 举 的 意 义 不 仅 在 于 产 生 理 事 会
为 用 户 提 供 更 多 的 阅 读 辅 助 功 能
信 息 社 会 的 资 源 特 性 和 供 求 关 系
并 行 算 法 研 究 的 新 机 遇 与 新 挑 战
探 索 路 径 1 ： E E C S 1 4 9
评 分 器 C P S G r a d e r 完 善
网 络 在 线 软 件 开 始 成 为 竞 争 热 点
2 0 1 6 年 大 数 据 发 展 十 大 趋 势
用 户 属 性 特 征 的 直 接 抽 取 与 加 工
异 质 用 户 画 像 信 息 的 建 模 与 应 用
并 行 多 核 嵌 入 式 处 理 器 设 计 技 术
数 据 科 学 研 究 与 教 育 的 基 础 设 施
新 技 术 应 用 给 中 间 件 带 来 的 影 响
平 衡 配 置 全 球 - 本 地 结 构 化 要 素
L 与 计 算 机 科 学 “ 相 爱 ” 的 故 事
“ 水 杉 在 线 ” 平 台 建 设 总 体 方 案
“ 水 杉 在 线 ” 中 的 核 心 支 撑 技 术
算 力 网 络 在 产 业 领 域 的 研 究 进 展
业 务 需 求 驱 动 多 维 资 源 融 合 供 给
学 术 社 团 需 要 什 么 样 的 志 愿 者 ？
T E E 部 署 到 工 业 边 缘 的 可 行 性
T E E 对 工 业 边 缘 微 服 务 的 支 持
在 云 平 台 上 评 测 高 性 能 计 算 应 用
光 子 学 （ P h o t o n i c s ）
互 联 网 域 名 系 统 和 域 间 路 由 系 统
全 生 命 周 期 的 个 性 化 会 员 服 务 。
第 三 ， 没 有 贡 献 或 者 贡 献 不 明 确
“ 魔 窟 ” 事 件 给 我 们 带 来 的 启 示
M I C R O 与 中 国 大 陆 科 研 机 构
数 据 价 值 链 驱 动 的 服 务 生 态 系 统
服 务 计 算 的 核 心 技 术 和 应 用 领 域
基 于 D N A 计 算 的 信 息 隐 藏 方 法
人 工 智 能 会 不 会 再 次 进 入 严 冬 ？
发 展 人 工 智 能 应 有 更 理 性 的 态 度
面 向 方 面 的 程 序 设 计 ( A O P )
汽 车 中 央 计 算 机 发 展 现 状 与 趋 势
扩 招 是 否 降 低 学 历 学 位 含 金 量 ？
扩 招 是 否 有 助 于 提 高 全 民 素 质 ？
软 件 ( S o f t w a r e )
新 型 系 统 软 件 所 面 临 的 科 学 问 题
论 著 列 表 或 代 表 论 著 全 文 / 摘 要
千 里 之 行 ， 始 于 远 方 ， 始 于 足 下
新 挑 战 下 的 计 算 机 专 业 教 学 问 题
个 性 化 教 学 方 式 实 现 多 样 性 培 养
抓 好 课 堂 教 学 是 人 才 培 养 的 基 石
开 放 是 商 业 路 径 当 中 的 一 个 环 节
本 科 生 开 展 科 研 工 作 的 背 景 条 件
W i n d o w s 操 作 系 统 的 历 史
W i n d o w s N T 内 核 结 构
数 字 经 济 基 础 设 施 的 数 联 网 方 案
云 - 端 融 合 运 行 平 台 的 产 业 实 践
云 数 据 中 心 安 全 的 若 干 关 键 技 术
我 国 云 计 算 安 全 与 监 管 问 题 研 究
无 线 传 感 器 网 络 节 点 的 体 系 结 构
面 向 下 一 代 网 络 的 片 上 节 点 系 统
I C D E 2 0 1 7 与 未 来 展 望
坚 持 客 观 指 标 和 同 行 评 价 相 结 合
关 于 人 工 智 能 ， 搜 狗 做 了 什 么 ？
复 杂 工 业 系 统 涉 及 工 业 “ 大 数 据
把 免 费 和 开 放 作 为 一 种 商 业 模 式
智 能 网 联 汽 车 车 内 实 时 网 络 技 术
C A N / C A N & F D 信 号 打 包
S k e t c h 2 p h o t o 技 术
构 建 个 性 化 知 识 导 航 的 交 互 模 型
碎 片 化 知 识 在 线 挖 掘 和 协 同 学 习
基 于 L o i h i 的 智 能 计 算 系 统
第 五 章 资 产 管 理 、 使 用 原 则
言 语 交 互 的 音 位 范 畴 产 生 与 感 知
基 于 数 据 脑 的 新 型 混 合 智 能 框 架
